id,context,question,answer0,answer1,answer2,answer3,label
3L1EFR8WWVJU4S5B66P06NKIK9X9F7##3RSDURM96D1KMZBH993CC6OY88HYEF##AJ7NSZOAFP05U##Blog_1130444##q1_a1##3W9XHF7WGM9O4T635NLED0DZMQAKT5,"The house painters finished yesterday and we are so pleased with the results . While I would not say they were the greatest guys to work with , they did do a nice job and the house looks so much better . Here are some photos I took with my phone as I was running out the door this morning .",What may have caused you to take photos of your house ?,It got a new coat of color .,It was my new house .,I wanted to show off its old coat of color .,None of the above choices .,0
3TTPFEFXCTIC6GVCJRYOX0HLHEYH64##33LKR6A5KFIAQNJ43I9Y57PGXXTT18##A1I72NHC21347A##Blog_744732##q2_a1##3B6F54KMR4QLJS728DA6YGLEBQ6S19,"If you have a chance to check out the Royal Botanic Gardens , I would do so . Without meaning to , we spent practically the entire day there and I do n't think we even covered the entire park . It was on our way to the opera house , and we were able to catch the view of it and the bridge from all angles .",What might happend if we stayed too long at the Royal Botanical Gardens ?,We would visit the Opera House .,We would go to the Opera House .,The Opera House would be closed .,None of the above choices .,2
39WICJI5AV6EU77VQ9IXI2XEWZVZ38##3EJPLAJKEPVGEAS7ZDMXEP5NYQQ6ZV##A3GVXFBYAU9HP##Blog_375803##q1_a1##3SR6AEG6W77TJP4P985G8PPM9EYHY3,"Well , first day of 2008 and I seem to have started it with a heavy cold . I woke up yesterday not feeling that great , and had a nap in the afternoon to try and shake off the sense of fatigue . I then started feeling very out of sorts around midnight last night and then developed a headache . I went to bed , woke up at 3 am this morning when some new year revelers decided to bang on my door this morning and I then felt very bad indeed .",Why did I feel so much worse after the new years revelers woke me up ?,They interrupted my REM sleep and scared me .,They interrupted my REM sleep to cheer me up .,I needed rest to get better and they helped me sleep .,None of the above choices .,0
3XEIP58NL0LGGMYDCHAXMQ3N3Z3LZ5##3HVVDCPGTFQ7GTU7F7G7JU0Q38UYTI##A29RROPO0Z90XV##Blog_346835##q2_a1##3T5ZXGO9DG2618DXOKUTVAQP6HYZQG,"Having my producer stands beside me is enough . "" It is rubbish "" said he , commenting on the scriptwriter 's e - mail , "" I trust you more than her "" . I know it 's going to take some time for her to solve the misunderstanding puzzle and realize that she would n't need to be furious if only she had been willing to communicate trustfully and equally .",What will happen after the producer received the email ?,He will put together the cardboard puzzle .,None of the above choices .,He will solve the misunderstanding between them .,He will throw her in the rubbish bin .,2
3XUSYT70ITZ0GP4VV6ZHXESWCQYD0J##384PI804XTZ94YL7IZ08HXAKRGL0SO##AJ7NSZOAFP05U##Blog_663553##q1_a1##3R16PJFTS554N8RDQMK65S176LQ4KE,"All the things I had at his house from when I was a baby , and all of my pictures he had of us . I remember crying every weekend I had to go to his house , and saying I did n't want to go because I hated it there . I truely did . Eventually my dad let her go and met someone else .",What may have been your dad 's reason for breaking up with her ?,I did n't like her so that 's why my father did it .,She got rid of all of the pictures we had of us .,My dad wanted someone else .,None of the above choices .,0
31JUPBOORN21WQXQ3RAK966J42D8LS##3WJEQKOXA905BRKVXIIHA2ZOAUVA10##AJ7NSZOAFP05U##Blog_271063##q1_a1##37SDSEDINBG308STUF41HPLDZ4S18R,"Thumbs up . But seriously , I ' ve had the damn thing for somewhere around 5 years now . It had flowers when I bought it , but that was the last sign of violet on my violet since then .",What may be your reason for keeping that damn thing for 5 years ?,It was beautiful when I first got it .,It eventually grew flowers and it became beautiful .,None of the above choices .,I gave it a thumbs up initially .,0
3S8APUMBJZXDSLK84Q3WXTF889ZBFI##36V4Q8R5ZNF9PLC8ZXA1CSQ5I1UQMW##A2KYOM2ZGYDJGT##Blog_1376968##q1_a1##3FJ2RVH251KA3YTZIBATM4QTBJL928,"And those leaves have been mocking me from the back of the refrigerator ever since , daring me to find a use for them whilst they slowly rot away . Damn leaves . I found this page while surfing for something . It 's about Jamacian Bush Teas I slapped my forehead and set out to make mint tea . I tossed the mint leaves into a quart of water with a cinnamon stick . Brought it to a boil and simmered it for about 10 minutes and added about 1/2 cup of sugar .",Why did the leaves slowly rot away ?,None of the above choices .,Because they are mocking the writer .,Because they are daring the writer to find a use for them .,Because the writer bought them and never used them .,3
3D0LPO3EADD3B6QCDL06SYMOM59YOI##3EQHHY4HQV7K4PXO42O31CBHSU9G53##A33PQXKQHFVF3V##Blog_715788##q1_a1##3TX9T2ZCBBFBL59J0TTZNZ8CVANZWF,"We placed 2nd in our smooth heats , but we never practiced our smooth it was basically our warm up for rhythm so we were pleased . Lastly , we placed 3rd in Open Salsa which we also never practiced for .... and actually did all mambo moves and were laughing through the whole time :) There were couples out there that had routines and were doing splits ! I now have a whole bunch of trophies and a couple medals on my bookshelf which naturally makes me feel special ; ] 3 .",What is it that we are doing in this passage ?,We are dancing competitively .,We are having a small get together .,None of the above choices .,We are cooking Salsa for a competition .,0
3NRZ1LDP7W4677DB493437C78NWZP1##3H7XDTSHKDPZMJD1G6ZCZE0L5C9WGA##AJ7NSZOAFP05U##Blog_694925##q1_a1##3MZ3TAMYTN1KIJ3N1VV705X46YHRIB,My family history goes back a long way . My ancestors on my mothers side were a mix of English and Scandinavian Mormon converts that came to Utah in the 19th century . My father side is an unknown .,What might be true about your family history ?,"No one on my mothers side mixed , she was pure English .",It has a short history .,It has a deep history .,None of the above choices .,2
3PA41K45VN2NNX75LEBLCNJ8YS77P1##3MX2NQ3YCASGVMT79FC7X0N3NWH5XR##AJ7NSZOAFP05U##Blog_258113##q1_a2##3UZUVSO3P99H5YO9049ZTR528ILEMB,"Spring is cool and summer scorching in Serenity Valley . Dean remembers how the heat seemed to cling to his body , moist , heavy , almost pressing him down . He remembers Kaylee pressing down on him , hair like a waterfall , smelling of girl and woman , of car and blue skies .",What might Dylan remember about Serenity Valley ?,He would scoff when thinking about the extreme temperatures .,He would reminisce about the cool temperatures during the summer .,None of the above choices .,He would scoff when thinking about the girl that did n't love him .,0
3Q9SPIIRWL0AKX1BO1D066H2LYDAW1##39N5ACM9HH29IPSZABR771UBDMEP9E##AJ7NSZOAFP05U##Blog_1158770##q1_a1##3J9L0X0VDH0WFER6WVZ0AB6IFQPW9M,"I recently had the internet service in my home transferred to my name . My roommate had it in his name for ages . Since the internet had been down for a week , and had been giving us problems for even longer , and my roommate was n't doing anything about it , I decided to have it put in my name . Now , I ' ve found a sweet deal on high speed internet from Charter Communications , and I wish I had heard of this before I went with my current provider .",What may have caused you to transfer the internet service to your name ?,I found a sweet deal with another provider .,None of the above choices .,Charter Communications would n't resolve the issues with it .,Another resident would n't resolve the issues with it .,3
3P4C70TRMTVVJU2F6NY8THBPLRHLG0##3U088ZLJVN8H641NM1M96K1E4ZGW02##A394JO4NEPCY3M##Blog_1099909##q1_a1##3TTPFEFXCVYR05UJ3PAOPY5TA306HL,"Sam and Ryan were left in the dust and Sam started wailing . JoLynn Washington , the principal , stood in front of the school , greeting students : "" Hello , Alice ! Hi Kate ! "" And then JoLynn hollered , "" Is that Sam I hear crying ? """,what might be different if Sam was n't left in the dust ?,The principal would hear them crying,They would be crying,None of the above choices .,They would n't be wailing,3
31YWE12TE0ASW69W75L2605B0LJX76##3NL0RFNU0GLSF3Q0WRE82E9NQQK4K6##A394JO4NEPCY3M##Blog_586023##q1_a1##3K1H3NEY7NDCLIENT60KA43KCFVGDP,i have a pretty bad stomachache right now and also once last week . my conclusion to it is boba . i have had some boba last saturday and i have had a bad stomach till monday . it happened again today since i had some thai tea with boba at work this morning .,What would probably happen if the narrator did not have boba ?,They would have a bad stomach ache,They would drink some Thai tea,None of the above choices .,They would not have a bad stomach ache,3
3QGHA0EA0LEF3763UFDW1H183GYBWX##3MMN5BL1W2JHIK661MY5ZKXU8P3M38##A2KYOM2ZGYDJGT##Blog_1409666##q1_a1##3YGE63DINABEJK3TWZG7H05PCMUW09,"So , I got my standard edition of WAR today . Installed it with no issues , head to the account manager website and type in my product registration code and the message I receive is "" This code can not be used yet "" . I phoned up my retailer to ask if there was anything they could do . Apparently they 're all out of SE copies and their codes .",Why did I get my standard edition of WAR today ?,Because I headed to the account manager website .,None of the above choices .,Because I typed in my product registration code .,Because I installed it with no issues .,1
3R16PJFTS3PPTJS66O86DUDZDD14KX##34BBWHLWHB9DIAJW6UZFKQD1JWQIWQ##AO33H4GL9KZX9##Blog_91737##q1_a1##36D1BWBEHPFPAICT7KEYRQWDBD0M2I,"Friday night was Moira 's birthday . In case you need a little refresher on Moira , here 's my post from her birthday last year . Last year was a big blowout , her first birthday back east .",What might have happened with Moira last year ?,Moira must have moved from East to somewhere else .,Moira must have returned back East to somewhere else .,Moira must have moved back East from somewhere else .,None of the above choices .,2
3HEADTGN2PQAA0OGG4IQNWZQLL5VRY##308XBLVESJ2YN6O41QXSB417V5RRBE##A2LTOS0AZ3B28A##Blog_1163017##q1_a1##31D0ZWOD0CDHC70QVUKFZB8YKUB0A4,i ca nt seem to instant message . i had an old one and it instant messaged perfectly . now wen i sign in it shows my contacts as books .,Why are they having a problem with instant messaging ?,They got a new phone and it is n't working the same .,The instant messagin app no longer works .,None of the above choices .,When they sign in they are using the wrong password .,0
307FVKVSYTTGSTKT7SVX1NWLZ6L74F##3FIJLY1B6XJIJZJCDXRZHXGMFTVPF9##A33PQXKQHFVF3V##Blog_72100##q1_a1##33W1NHWFYJZJTO5P5OOO0F1CQW8TZF,"The water looked as if it had been drained from a swamp - brownish - green , with many varieties of plant life lining the surface . The only movement in the water came from the tiny water spiders and occasional minnows darting to the surface in search of food . It was very quiet and serene , and if I had n't known better I would ' ve thought I was in the Louisiana Bayou . It was just so hauntingly beautiful .",Why did the water look this way ?,The water spiders made sure that it would be that way .,It was the Louisiana Bayou swampland .,It was just leftover water from my water bottle .,It was stagnant water that had been there a while with no flow .,3
302U8RURJZZPV2WONX19ECUGKS2VN4##3XC1O3LBOTKNGUN8WSRHPMYUW7FLTW##AJ7NSZOAFP05U##Blog_828600##q1_a2##3R15W654VF7MWJWT9J3KNVFRREOLQT,"Tired of my "" Musings ? "" Haha that title is quite lame but it 's the only thing I could think of . I suppose I could put actual titles that relate to the subject of my entry instead . o : Would n't that be a novel concept ?",What might be true about the titles you create ?,"They 're made in an "" entry "" format .",They do n't link to the actual text .,None of the above choices .,They link to the actual text .,1
3T5ZXGO9DEMR7JEQ4MIT3C2HDCVQZI##3MH9DQ757XAMUFOWL6KBHQFOJT8UGC##A2KYOM2ZGYDJGT##Blog_1053226##q1_a1##3R6RZGK0XHQY1QZ9EXMKNQGVHISVY4,She did reassure him that he 's over the hump time - wise - today starts week 4.He had very little appetite for breakfast . Lunch was a little better . He 's been warned that not eating will contribute to his staying here longer . Then started the visitors .,Why was the man warned about his eating ?,None of the above choices .,"Because he 's supposed to eat more , but has n't been .",Because today starts week 4 .,Because he always has little appetite for breakfast .,1
3JUDR1D0D85GVXALZDLF8ZGIKXH2Q6##3I2PTA7R3W9EZXC5ELXLXFY1QXKQKB##A2KYOM2ZGYDJGT##Blog_392193##q1_a1##32XN26MTX1XY8QRUSL958PO9E9P0L7,"I ' m three seasons behind but what the heck ! I borrowed three seasons of the action series 24 a few months ago from a colleague of mine and about 4 days ago I started watching it with my son and GOD DAMN IT , it is addictive ! We finished , I do n't know which episode last night and I thought I was going to have a stroke and a heart attack when 24 's hero Jack Bauer ( Kiefer Sutherland ) broke into a compound to rescue his wife and daughter .",What 's a possible reason the writer is three seasons behind ?,They have n't had enough time to watch all of the episodes yet .,The writer is watching it with their son .,24 is an action series .,None of the above choices .,0
